Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL,Price
CPU,,Intel,Core i7-8809G,172,80.5,3729,https://cpu.userbenchmark.com/SpeedTest/422264/IntelR-CoreTM-i7-8809G-CPU---310GHz,
CPU,BX80648I75960X,Intel,Core i7-5960X,173,80.5,15468,https://cpu.userbenchmark.com/Intel-Core-i7-5960X/Rating/2580,
CPU,,Intel,Core i7-5950HQ,174,80.4,172,https://cpu.userbenchmark.com/SpeedTest/29765/IntelR-CoreTM-i7-5950HQ-CPU---290GHz,
CPU,BX8070110100F,Intel,Core i3-10100F,175,80.4,39812,https://cpu.userbenchmark.com/Intel-Core-i3-10100F/Rating/4082,
CPU,BX80673I77820X,Intel,Core i7-7820X,176,80.1,28524,https://cpu.userbenchmark.com/Intel-Core-i7-7820X/Rating/3928,
CPU,BX80673I97980X,Intel,Core i9-7980XE,177,80.1,4653,https://cpu.userbenchmark.com/SpeedTest/352013/IntelR-CoreTM-i9-7980XE-CPU---260GHz,
CPU,,AMD,Ryzen 7 4800U,178,80.1,2275,https://cpu.userbenchmark.com/SpeedTest/1005639/AMD-Ryzen-7-4800U-with-Radeon-Graphics,
CPU,,AMD,Ryzen 9 6900HX,179,80,460,https://cpu.userbenchmark.com/SpeedTest/1792755/AMD-Ryzen-9-6900HX-with-Radeon-Graphics,
CPU,BX80684I38300,Intel,Core i3-8300,180,79.9,2273,https://cpu.userbenchmark.com/SpeedTest/484077/IntelR-CoreTM-i3-8300-CPU---370GHz,
CPU,BX8070110100,Intel,Core i3-10100,181,79.9,24563,https://cpu.userbenchmark.com/Intel-Core-i3-10100/Rating/4075,
CPU,BX80648I75930K,Intel,Core i7-5930K,182,79.8,34039,https://cpu.userbenchmark.com/Intel-Core-i7-5930K/Rating/2578,
CPU,100-100000159BOX,AMD,Ryzen 3 3300X,183,79.7,15293,https://cpu.userbenchmark.com/AMD-Ryzen-3-3300X/Rating/4076,
CPU,BX80684I39100,Intel,Core i3-9100,184,79.7,7621,https://cpu.userbenchmark.com/SpeedTest/806339/IntelR-CoreTM-i3-9100-CPU---360GHz,
CPU,,Intel,Core i7-10850H,185,79.5,6246,https://cpu.userbenchmark.com/SpeedTest/1160496/IntelR-CoreTM-i7-10850H-CPU---270GHz,
CPU,,Intel,Xeon E3-1230 v6,186,79.4,474,https://cpu.userbenchmark.com/SpeedTest/268848/IntelR-XeonR-CPU-E3-1230-v6---350GHz,
CPU,CM8068403358413,Intel,Core i7-8700T,187,79.4,5592,https://cpu.userbenchmark.com/SpeedTest/480804/IntelR-CoreTM-i7-8700T-CPU---240GHz,
CPU,,Intel,Core i5-10400H,188,79.2,625,https://cpu.userbenchmark.com/SpeedTest/1084904/IntelR-CoreTM-i5-10400H-CPU---260GHz,
CPU,,Intel,Core i7-10870H,189,79.1,23498,https://cpu.userbenchmark.com/SpeedTest/1322918/IntelR-CoreTM-i7-10870H-CPU---220GHz,
CPU,YD297XAZAFWOF,AMD,Ryzen TR 2970WX,190,79,1966,https://cpu.userbenchmark.com/SpeedTest/626249/AMD-Ryzen-Threadripper-2970WX-24-Core-Processor,
CPU,BX80646I74790K,Intel,Core i7-4790K,191,78.9,455746,https://cpu.userbenchmark.com/Intel-Core-i7-4790K/Rating/2384,
CPU,CL8068404069006,Intel,Core i9-9880H,192,78.9,11095,https://cpu.userbenchmark.com/SpeedTest/750169/IntelR-CoreTM-i9-9880H-CPU---230GHz,
CPU,YD299XAZAFWOF,AMD,Ryzen TR 2990WX,193,78.9,3658,https://cpu.userbenchmark.com/SpeedTest/560423/AMD-Ryzen-Threadripper-2990WX-32-Core-Processor,
CPU,,Intel,Core i5-9400H,194,78.9,773,https://cpu.userbenchmark.com/SpeedTest/843530/IntelR-CoreTM-i5-9400H-CPU---250GHz,
CPU,,Intel,Core i7-10875H,195,78.8,35361,https://cpu.userbenchmark.com/SpeedTest/1111393/IntelR-CoreTM-i7-10875H-CPU---230GHz,
CPU,,Intel,Core i3-10300T,196,78.6,14,https://cpu.userbenchmark.com/SpeedTest/1290166/IntelR-CoreTM-i3-10300T-CPU---300GHz,
CPU,BX80633I74960X,Intel,Core i7-4960X,197,78.4,5121,https://cpu.userbenchmark.com/Intel-Core-i7-4960X/Rating/1977,
CPU,,Intel,Xeon E3-1286 v3,198,78.3,30,https://cpu.userbenchmark.com/SpeedTest/33047/IntelR-XeonR-CPU-E3-1286-v3---370GHz,
CPU,,Intel,Core i5-10500T,199,78.3,2084,https://cpu.userbenchmark.com/SpeedTest/1204939/IntelR-CoreTM-i5-10500T-CPU---230GHz,
CPU,,AMD,Ryzen 9 5900HX,200,78.2,14158,https://cpu.userbenchmark.com/SpeedTest/1449683/AMD-Ryzen-9-5900HX-with-Radeon-Graphics,
CPU,,Intel,Core i5-10400T,201,78.1,1246,https://cpu.userbenchmark.com/SpeedTest/1189479/IntelR-CoreTM-i5-10400T-CPU---200GHz,
CPU,,Intel,Core i3-10100T,202,78,672,https://cpu.userbenchmark.com/SpeedTest/1260090/IntelR-CoreTM-i3-10100T-CPU---300GHz,
CPU,,Intel,Core i7-3970X,203,77.9,2677,https://cpu.userbenchmark.com/SpeedTest/6794/IntelR-CoreTM-i7-3970X-CPU---350GHz,
CPU,BX80673I77800X,Intel,Core i7-7800X,204,77.9,22334,https://cpu.userbenchmark.com/SpeedTest/304816/IntelR-CoreTM-i7-7800X-CPU---350GHz,
CPU,,AMD,Ryzen 7 6800H,205,77.8,1713,https://cpu.userbenchmark.com/SpeedTest/1786492/AMD-Ryzen-7-6800H-with-Radeon-Graphics,
CPU,,Intel,Core i7-5850HQ,206,77.8,55,https://cpu.userbenchmark.com/SpeedTest/35099/IntelR-CoreTM-i7-5850HQ-CPU---270GHz,
CPU,FH8067703417418,Intel,Core i7-8706G,207,77.7,211,https://cpu.userbenchmark.com/SpeedTest/518066/IntelR-CoreTM-i7-8706G-CPU---310GHz,
CPU,BX80619I73960X,Intel,Core i7-3960X,208,77.7,2165,https://cpu.userbenchmark.com/Intel-Core-i7-3960X/Rating/1973,
CPU,,Intel,Core i7 X 990,209,77.7,4994,https://cpu.userbenchmark.com/SpeedTest/2590/IntelR-CoreTM-i7-CPU-------X-990----347GHz,
CPU,YD192XA8AEWOF,AMD,Ryzen TR 1920X,210,77.6,10440,https://cpu.userbenchmark.com/AMD-Ryzen-TR-1920X/Rating/3934,
CPU,FH8068403419332,Intel,Core i7-8559U,211,77.5,2379,https://cpu.userbenchmark.com/SpeedTest/543591/IntelR-CoreTM-i7-8559U-CPU---270GHz,
CPU,,AMD,Ryzen 9 5980HS,212,77.5,121,https://cpu.userbenchmark.com/SpeedTest/1493102/AMD-Ryzen-9-5980HS-with-Radeon-Graphics,
CPU,,Intel,Core i5-10500H,213,77.5,13172,https://cpu.userbenchmark.com/SpeedTest/1449890/IntelR-CoreTM-i5-10500H-CPU---250GHz,
CPU,,Intel,Xeon E3-1275 v3,214,77.2,384,https://cpu.userbenchmark.com/SpeedTest/5652/IntelR-XeonR-CPU-E3-1275-v3---350GHz,
CPU,100-000000253,AMD,Ryzen 3 5300G,215,77.2,596,https://cpu.userbenchmark.com/SpeedTest/1542116/AMD-Ryzen-3-5300G-with-Radeon-Graphics,
CPU,BX80646E31276V3,Intel,Xeon E3-1276 v3,216,77.1,297,https://cpu.userbenchmark.com/SpeedTest/25180/IntelR-XeonR-CPU-E3-1276-v3---360GHz,
CPU,,Intel,Core i7-9850H,217,77.1,9974,https://cpu.userbenchmark.com/SpeedTest/826055/IntelR-CoreTM-i7-9850H-CPU---260GHz,
CPU,BX80633I74930K,Intel,Core i7-4930K,218,76.9,22204,https://cpu.userbenchmark.com/Intel-Core-i7-4930K/Rating/1976,
CPU,,Intel,Xeon W3690,219,76.9,4808,https://cpu.userbenchmark.com/SpeedTest/9677/IntelR-XeonR-CPU-----------W3690----347GHz,
CPU,BX80648I75820K,Intel,Core i7-5820K,220,76.8,101694,https://cpu.userbenchmark.com/Intel-Core-i7-5820K/Rating/2579,
CPU,,Intel,Xeon E5-1650 v3,221,76.8,7962,https://cpu.userbenchmark.com/SpeedTest/16320/IntelR-XeonR-CPU-E5-1650-v3---350GHz,
CPU,,Intel,Core i7-10750H,222,76.8,206796,https://cpu.userbenchmark.com/SpeedTest/1053158/IntelR-CoreTM-i7-10750H-CPU---260GHz,
CPU,,AMD,Ryzen 5 6600H,223,76.8,238,https://cpu.userbenchmark.com/SpeedTest/1815652/AMD-Ryzen-5-6600H-with-Radeon-Graphics,
CPU,YD195XA8AEWOF,AMD,Ryzen TR 1950X,224,76.7,23641,https://cpu.userbenchmark.com/AMD-Ryzen-TR-1950X/Rating/3932,
CPU,,Intel,Xeon E3-1230 v5,225,76.6,2254,https://cpu.userbenchmark.com/SpeedTest/72554/IntelR-XeonR-CPU-E3-1230-v5---340GHz,
CPU,CL8068403373614,Intel,Core i5-8400H,226,76.6,1303,https://cpu.userbenchmark.com/SpeedTest/524256/IntelR-CoreTM-i5-8400H-CPU---250GHz,
CPU,YD190XA8AEWOF,AMD,Ryzen TR 1900X,227,76.3,7071,https://cpu.userbenchmark.com/SpeedTest/340638/AMD-Ryzen-Threadripper-1900X-8-Core-Processor,
CPU,BX80677I77700,Intel,Core i7-7700,228,76.2,256717,https://cpu.userbenchmark.com/Intel-Core-i7-7700/Rating/3887,
CPU,,AMD,Ryzen 9 6900HS,229,76.2,821,https://cpu.userbenchmark.com/SpeedTest/1796538/AMD-Ryzen-9-6900HS-with-Radeon-Graphics,
CPU,,AMD,Ryzen 9 5900HS,230,76.1,6458,https://cpu.userbenchmark.com/SpeedTest/1452199/AMD-Ryzen-9-5900HS-with-Radeon-Graphics,
CPU,,Intel,Xeon E5-1650 v2,231,76,10921,https://cpu.userbenchmark.com/SpeedTest/7574/IntelR-XeonR-CPU-E5-1650-v2---350GHz,
CPU,,Intel,Core i7 X 980,232,76,8133,https://cpu.userbenchmark.com/SpeedTest/1822/IntelR-CoreTM-i7-CPU-------X-980----333GHz,
CPU,,Intel,Xeon E3-1271 v3,233,75.9,1699,https://cpu.userbenchmark.com/SpeedTest/17463/IntelR-XeonR-CPU-E3-1271-v3---360GHz,
CPU,BX80677I57600K,Intel,Core i5-7600K,234,75.8,195006,https://cpu.userbenchmark.com/Intel-Core-i5-7600K/Rating/3885,
CPU,YD270XBGAFBOX,AMD,Ryzen 7 2700X,235,75.7,159077,https://cpu.userbenchmark.com/AMD-Ryzen-7-2700X/Rating/3958,
CPU,,Intel,Xeon W3680,236,75.3,6658,https://cpu.userbenchmark.com/SpeedTest/12335/IntelR-XeonR-CPU-----------W3680----333GHz,
CPU,,Intel,Core i7-11375H,237,75.3,1464,https://cpu.userbenchmark.com/SpeedTest/1462657/11th-Gen-IntelR-CoreTM-i7-11375H---330GHz,
CPU,,Intel,Xeon E3-1270 v3,238,75.2,1918,https://cpu.userbenchmark.com/SpeedTest/11395/IntelR-XeonR-CPU-E3-1270-v3---350GHz,
CPU,,Intel,Core i7 980,239,75.2,2215,https://cpu.userbenchmark.com/SpeedTest/3336/IntelR-CoreTM-i7-CPU---------980----333GHz,
CPU,100-000000083,AMD,Ryzen 7 4700U,240,75.2,19248,https://cpu.userbenchmark.com/SpeedTest/1105478/AMD-Ryzen-7-4700U-with-Radeon-Graphics,
CPU,BX80677I57600T,Intel,Core i5-7600T,241,75.1,477,https://cpu.userbenchmark.com/SpeedTest/246226/IntelR-CoreTM-i5-7600T-CPU---280GHz,
CPU,,AMD,Ryzen 7 5800H,242,75.1,20860,https://cpu.userbenchmark.com/SpeedTest/1442974/AMD-Ryzen-7-5800H-with-Radeon-Graphics,
CPU,,Intel,Xeon X5690,243,74.7,4873,https://cpu.userbenchmark.com/SpeedTest/16752/IntelR-XeonR-CPU-----------X5690----347GHz,
CPU,100-000000105,AMD,Ryzen 5 4600U,244,74.7,554,https://cpu.userbenchmark.com/SpeedTest/1152158/AMD-Ryzen-5-4600U-with-Radeon-Graphics,
CPU,CM8068403358913,Intel,Core i5-8400T,245,74.7,4624,https://cpu.userbenchmark.com/SpeedTest/475176/IntelR-CoreTM-i5-8400T-CPU---170GHz,
CPU,100-100000284BOX,AMD,Ryzen 3 3100,246,74.6,50446,https://cpu.userbenchmark.com/SpeedTest/1148404/AMD-Ryzen-3-3100-4-Core-Processor,
CPU,BX80646E31241V3,Intel,Xeon E3-1241 v3,247,74.5,3580,https://cpu.userbenchmark.com/SpeedTest/15164/IntelR-XeonR-CPU-E3-1241-v3---350GHz,
CPU,,Intel,Core i5-11400H,248,74.5,30457,https://cpu.userbenchmark.com/SpeedTest/1575224/11th-Gen-IntelR-CoreTM-i5-11400H---270GHz,
CPU,CL8068403805708,Intel,Core i9-8950HK,249,74.5,14729,https://cpu.userbenchmark.com/SpeedTest/486215/IntelR-CoreTM-i9-8950HK-CPU---290GHz,
CPU,BX80619I73930K,Intel,Core i7-3930K,250,74.4,33172,https://cpu.userbenchmark.com/Intel-Core-i7-3930K/Rating/1487,
CPU,,AMD,Ryzen 9 4900H,251,74.4,1172,https://cpu.userbenchmark.com/SpeedTest/1185620/AMD-Ryzen-9-4900H-with-Radeon-Graphics,
CPU,,Intel,Core i5-8279U,252,74.2,740,https://cpu.userbenchmark.com/SpeedTest/807756/IntelR-CoreTM-i5-8279U-CPU---240GHz,
CPU,,Intel,Xeon E3-1275 V2,253,74.2,461,https://cpu.userbenchmark.com/SpeedTest/4507/IntelR-XeonR-CPU-E3-1275-V2---350GHz,
CPU,,Intel,Xeon E5-2687W 0,254,74.2,868,https://cpu.userbenchmark.com/SpeedTest/8860/IntelR-XeonR-CPU-E5-2687W-0---310GHz,
CPU,YD260XBCAFBOX,AMD,Ryzen 5 2600X,255,74,142983,https://cpu.userbenchmark.com/AMD-Ryzen-5-2600X/Rating/3956,
CPU,100-000000098,AMD,Ryzen 7 4800H,256,73.9,24387,https://cpu.userbenchmark.com/SpeedTest/1032976/AMD-Ryzen-7-4800H-with-Radeon-Graphics,
CPU,,Intel,Core i5-2550K,257,73.9,2925,https://cpu.userbenchmark.com/SpeedTest/5474/IntelR-CoreTM-i5-2550K-CPU---340GHz,
CPU,YD2700BBAFBOX,AMD,Ryzen 7 2700,258,73.8,123820,https://cpu.userbenchmark.com/AMD-Ryzen-7-2700/Rating/3957,
CPU,YD160XBCAEWOF,AMD,Ryzen 5 1600X,259,73.7,140440,https://cpu.userbenchmark.com/AMD-Ryzen-5-1600X/Rating/3920,
CPU,,AMD,Ryzen 7 5800HS,260,73.6,1098,https://cpu.userbenchmark.com/SpeedTest/1463823/AMD-Ryzen-7-5800HS-with-Radeon-Graphics,
CPU,BX80646I74770K,Intel,Core i7-4770K,261,73.6,172887,https://cpu.userbenchmark.com/Intel-Core-i7-4770K/Rating/1537,
CPU,BX80646I74771,Intel,Core i7-4771,262,73.5,11180,https://cpu.userbenchmark.com/Intel-Core-i7-4771/Rating/2008,
CPU,,Intel,Xeon E3-1220 v5,263,73.4,1202,https://cpu.userbenchmark.com/SpeedTest/139116/IntelR-XeonR-CPU-E3-1220-v5---300GHz,
CPU,,Intel,Core i7 970,264,73.4,4313,https://cpu.userbenchmark.com/SpeedTest/8374/IntelR-CoreTM-i7-CPU---------970----320GHz,
CPU,BX80646E31231V3,Intel,Xeon E3-1231 v3,265,73.3,19313,https://cpu.userbenchmark.com/SpeedTest/11040/IntelR-XeonR-CPU-E3-1231-v3---340GHz,
CPU,CL8068404121817,Intel,Core i7-9750H,266,73.3,328182,https://cpu.userbenchmark.com/SpeedTest/766364/IntelR-CoreTM-i7-9750H-CPU---260GHz,
CPU,BX80677I37320,Intel,Core i3-7320,267,73.2,423,https://cpu.userbenchmark.com/Intel-Core-i3-7320/Rating/3888,
CPU,FH8068403419522,Intel,Core i5-8259U,268,73.1,4608,https://cpu.userbenchmark.com/SpeedTest/543736/IntelR-CoreTM-i5-8259U-CPU---230GHz,
CPU,,Intel,Core i5-10200H,269,73.1,5051,https://cpu.userbenchmark.com/SpeedTest/1303113/IntelR-CoreTM-i5-10200H-CPU---240GHz,
CPU,BX80646E31246V3,Intel,Xeon E3-1246 v3,270,73,2511,https://cpu.userbenchmark.com/SpeedTest/11023/IntelR-XeonR-CPU-E3-1246-v3---350GHz,
CPU,BX80623I72700K,Intel,Core i7-2700K,271,73,20692,https://cpu.userbenchmark.com/Intel-Core-i7-2700K/Rating/1985,
CPU,BX80701G6600,Intel,Pentium Gold G6600,272,73,49,https://cpu.userbenchmark.com/SpeedTest/1454523/IntelR-PentiumR-Gold-G6600-CPU---420GHz,
CPU,,AMD,Ryzen 5 5600H,273,73,14333,https://cpu.userbenchmark.com/SpeedTest/1522632/AMD-Ryzen-5-5600H-with-Radeon-Graphics,
CPU,CM8068403362509,Intel,Core i5-8500T,274,73,5135,https://cpu.userbenchmark.com/SpeedTest/532888/IntelR-CoreTM-i5-8500T-CPU---210GHz,
CPU,,Intel,Core i5-8305G,275,72.9,386,https://cpu.userbenchmark.com/SpeedTest/483074/IntelR-CoreTM-i5-8305G-CPU---280GHz,
CPU,,Intel,Core i5-6600T,276,72.9,1363,https://cpu.userbenchmark.com/SpeedTest/37851/IntelR-CoreTM-i5-6600T-CPU---270GHz,
CPU,YD2600BBAFBOX,AMD,Ryzen 5 2600,277,72.8,446215,https://cpu.userbenchmark.com/AMD-Ryzen-5-2600/Rating/3955,
CPU,BX80646E31230V3,Intel,Xeon E3-1230 v3,278,72.8,8137,https://cpu.userbenchmark.com/SpeedTest/2171/IntelR-XeonR-CPU-E3-1230-v3---330GHz,
CPU,,Intel,Xeon E3-1270 V2,279,72.7,3610,https://cpu.userbenchmark.com/SpeedTest/11264/IntelR-XeonR-CPU-E3-1270-V2---350GHz,
CPU,,Intel,Xeon W3570,280,72.7,423,https://cpu.userbenchmark.com/SpeedTest/12630/IntelR-XeonR-CPU-----------W3570----320GHz,
CPU,,Intel,Xeon E5-1650 0,281,72.7,10189,https://cpu.userbenchmark.com/SpeedTest/7093/IntelR-XeonR-CPU-E5-1650-0---320GHz,
CPU,,Intel,Xeon E3-1245 V2,282,72.6,2442,https://cpu.userbenchmark.com/SpeedTest/5622/IntelR-XeonR-CPU-E3-1245-V2---340GHz,
CPU,YD250XBBM4KAF,AMD,Ryzen 5 2500X,283,72.6,2214,https://cpu.userbenchmark.com/SpeedTest/567224/AMD-Ryzen-5-2500X-Quad-Core-Processor,
CPU,,Intel,Core i7-8705G,284,72.5,5922,https://cpu.userbenchmark.com/SpeedTest/453718/IntelR-CoreTM-i7-8705G-CPU---310GHz,
CPU,,Intel,Core i5-4670S,285,72.4,1661,https://cpu.userbenchmark.com/SpeedTest/5523/IntelR-CoreTM-i5-4670S-CPU---310GHz,
CPU,BX80637I73770K,Intel,Core i7-3770K,286,72.4,165979,https://cpu.userbenchmark.com/Intel-Core-i7-3770K/Rating/1317,
CPU,,Intel,Core i7 975,287,72.4,3143,https://cpu.userbenchmark.com/SpeedTest/941/IntelR-CoreTM-i7-CPU---------975----333GHz,
CPU,BX80662I56600K,Intel,Core i5-6600K,288,72.4,342244,https://cpu.userbenchmark.com/Intel-Core-i5-6600K/Rating/3503,
CPU,BX80662I76700,Intel,Core i7-6700,289,72.3,282363,https://cpu.userbenchmark.com/Intel-Core-i7-6700/Rating/3515,
CPU,,AMD,Ryzen 7 5700U,290,72.3,14132,https://cpu.userbenchmark.com/SpeedTest/1482042/AMD-Ryzen-7-5700U-with-Radeon-Graphics,
CPU,,Intel,Xeon E3-1240 v3,291,72.2,3014,https://cpu.userbenchmark.com/SpeedTest/4602/IntelR-XeonR-CPU-E3-1240-v3---340GHz,
CPU,,AMD,Ryzen 9 4900HS,292,72.2,3634,https://cpu.userbenchmark.com/SpeedTest/1084184/AMD-Ryzen-9-4900HS-with-Radeon-Graphics,
CPU,BX80677I57600,Intel,Core i5-7600,293,72,39689,https://cpu.userbenchmark.com/Intel-Core-i5-7600/Rating/3890,
CPU,,AMD,Ryzen 7 4800HS,294,72,2569,https://cpu.userbenchmark.com/SpeedTest/1064059/AMD-Ryzen-7-4800HS-with-Radeon-Graphics,
CPU,YD1600BBAFBOX,AMD,Ryzen 5 1600AF,295,72,52721,https://cpu.userbenchmark.com/SpeedTest/563877/AMD-Ryzen-5-1600-Six-Core-Processor,
CPU,BX80701G6500,Intel,Pentium Gold G6500,296,71.9,115,https://cpu.userbenchmark.com/SpeedTest/1323006/IntelR-PentiumR-Gold-G6500-CPU---410GHz,
CPU,BX80633I74820K,Intel,Core i7-4820K,297,71.8,23169,https://cpu.userbenchmark.com/Intel-Core-i7-4820K/Rating/1675,
CPU,YD180XBCAEWOF,AMD,Ryzen 7 1800X,298,71.8,30050,https://cpu.userbenchmark.com/AMD-Ryzen-7-1800X/Rating/3916,
CPU,,Intel,Core i7-4790S,299,71.8,13224,https://cpu.userbenchmark.com/SpeedTest/13424/IntelR-CoreTM-i7-4790S-CPU---320GHz,
CPU,,Intel,Core i7-7820HK,300,71.7,18903,https://cpu.userbenchmark.com/SpeedTest/224965/IntelR-CoreTM-i7-7820HK-CPU---290GHz,
CPU,BX80677I77700T,Intel,Core i7-7700T,301,71.7,7380,https://cpu.userbenchmark.com/SpeedTest/232624/IntelR-CoreTM-i7-7700T-CPU---290GHz,
CPU,BX80677I37350K,Intel,Core i3-7350K,302,71.5,4002,https://cpu.userbenchmark.com/Intel-Core-i3-7350K/Rating/3889,
CPU,,Intel,Xeon E3-1245 v3,303,71.5,2834,https://cpu.userbenchmark.com/SpeedTest/4697/IntelR-XeonR-CPU-E3-1245-v3---340GHz,
CPU,,Intel,Xeon E5-2690 v2,304,71.4,1083,https://cpu.userbenchmark.com/SpeedTest/13436/IntelR-XeonR-CPU-E5-2690-v2---300GHz,
CPU,100-000000084,AMD,Ryzen 5 4500U,305,71.4,28533,https://cpu.userbenchmark.com/SpeedTest/1052299/AMD-Ryzen-5-4500U-with-Radeon-Graphics,
CPU,BX80646I74790,Intel,Core i7-4790,306,71.4,255027,https://cpu.userbenchmark.com/Intel-Core-i7-4790/Rating/2293,
CPU,,Intel,Xeon E3-1240 V2,307,71.4,4997,https://cpu.userbenchmark.com/SpeedTest/5484/IntelR-XeonR-CPU-E3-1240-V2---340GHz,
CPU,,Intel,Core i7-7920HQ,308,71.4,1337,https://cpu.userbenchmark.com/SpeedTest/243546/IntelR-CoreTM-i7-7920HQ-CPU---310GHz,
CPU,,Intel,Xeon E3-1226 v3,309,71.3,2019,https://cpu.userbenchmark.com/SpeedTest/18482/IntelR-XeonR-CPU-E3-1226-v3---330GHz,
CPU,,Intel,Xeon E3-1265L v3,310,71.3,178,https://cpu.userbenchmark.com/SpeedTest/20266/IntelR-XeonR-CPU-E3-1265L-v3---250GHz,
CPU,,Intel,Xeon X5660,311,71.3,6950,https://cpu.userbenchmark.com/SpeedTest/17750/IntelR-XeonR-CPU-----------X5660----280GHz,
CPU,,Intel,Core i7-4770S,312,71.2,13157,https://cpu.userbenchmark.com/SpeedTest/2123/IntelR-CoreTM-i7-4770S-CPU---310GHz,
CPU,CM8068403377415,Intel,Core i3-8100T,313,71.1,2145,https://cpu.userbenchmark.com/SpeedTest/509371/IntelR-CoreTM-i3-8100T-CPU---310GHz,
CPU,YD170XBCAEWOF,AMD,Ryzen 7 1700X,314,71,66470,https://cpu.userbenchmark.com/AMD-Ryzen-7-1700X/Rating/3915,
CPU,,Intel,Xeon E5-1620 v2,315,71,10301,https://cpu.userbenchmark.com/SpeedTest/8354/IntelR-XeonR-CPU-E5-1620-v2---370GHz,
CPU,,Intel,Core i7-4790T,316,70.9,1099,https://cpu.userbenchmark.com/SpeedTest/13586/IntelR-CoreTM-i7-4790T-CPU---270GHz,
CPU,,Intel,Core i5-2450P,317,70.9,222,https://cpu.userbenchmark.com/SpeedTest/2795/IntelR-CoreTM-i5-2450P-CPU---320GHz,
CPU,,Intel,Xeon X5667,318,70.8,365,https://cpu.userbenchmark.com/SpeedTest/21709/IntelR-XeonR-CPU-----------X5667----307GHz,
CPU,,Intel,Xeon E31270,319,70.7,3539,https://cpu.userbenchmark.com/SpeedTest/5604/IntelR-XeonR-CPU-E31270---340GHz,
CPU,CL8068403359725,Intel,Core i7-8850H,320,70.7,20669,https://cpu.userbenchmark.com/SpeedTest/485626/IntelR-CoreTM-i7-8850H-CPU---260GHz,
CPU,BX80684I38100,Intel,Core i3-8100,321,70.6,81392,https://cpu.userbenchmark.com/Intel-Core-i3-8100/Rating/3942,
CPU,,AMD,Ryzen 7 5800U,322,70.6,1937,https://cpu.userbenchmark.com/SpeedTest/1433044/AMD-Ryzen-7-5800U-with-Radeon-Graphics,
CPU,,Intel,Core i7 880,323,70.6,808,https://cpu.userbenchmark.com/SpeedTest/15321/IntelR-CoreTM-i7-CPU---------880----307GHz,
CPU,BX80623I72600K,Intel,Core i7-2600K,324,70.6,147533,https://cpu.userbenchmark.com/Intel-Core-i7-2600K/Rating/621,
CPU,BX80646I74770,Intel,Core i7-4770,325,70.5,176321,https://cpu.userbenchmark.com/Intel-Core-i7-4770/Rating/1978,
CPU,,Intel,Xeon E3-1230 V2,326,70.5,8235,https://cpu.userbenchmark.com/SpeedTest/652/IntelR-XeonR-CPU-E3-1230-V2---330GHz,
CPU,,Intel,Core i7 K 875,327,70.4,2354,https://cpu.userbenchmark.com/SpeedTest/476/IntelR-CoreTM-i7-CPU-------K-875----293GHz,
CPU,,Intel,Xeon E3-1240,328,70.3,2292,https://cpu.userbenchmark.com/SpeedTest/5243/IntelR-XeonR-CPU-E31240---330GHz,
CPU,,Intel,Core i7-4770T,329,70.3,629,https://cpu.userbenchmark.com/SpeedTest/4415/IntelR-CoreTM-i7-4770T-CPU---250GHz,
CPU,YD1600BBAEBOX,AMD,Ryzen 5 1600,330,70.2,392253,https://cpu.userbenchmark.com/AMD-Ryzen-5-1600/Rating/3919,
CPU,CL8068403359524,Intel,Core i7-8750H,331,70.1,442631,https://cpu.userbenchmark.com/SpeedTest/470418/IntelR-CoreTM-i7-8750H-CPU---220GHz,
CPU,100-000000100,AMD,Ryzen 5 4600H,332,70.1,27218,https://cpu.userbenchmark.com/SpeedTest/1110331/AMD-Ryzen-5-4600H-with-Radeon-Graphics,
CPU,,Intel,Xeon X5650,333,70.1,13757,https://cpu.userbenchmark.com/SpeedTest/355/IntelR-XeonR-CPU-----------X5650----267GHz,
CPU,,Intel,Xeon E3-1505M v6,334,70.1,4124,https://cpu.userbenchmark.com/SpeedTest/233404/IntelR-XeonR-CPU-E3-1505M-v6---300GHz,
CPU,BX80677I37300,Intel,Core i3-7300,335,70,1568,https://cpu.userbenchmark.com/Intel-Core-i3-7300/Rating/3893,
CPU,CM8066201920202,Intel,Core i7-6700T,336,69.9,9225,https://cpu.userbenchmark.com/SpeedTest/36439/IntelR-CoreTM-i7-6700T-CPU---280GHz,
CPU,,Intel,Xeon E3-1225 V2,337,69.8,2869,https://cpu.userbenchmark.com/SpeedTest/5015/IntelR-XeonR-CPU-E3-1225-V2---320GHz,
CPU,,Intel,Core i5-10300H,338,69.8,96815,https://cpu.userbenchmark.com/SpeedTest/1027882/IntelR-CoreTM-i5-10300H-CPU---250GHz,
CPU,,Intel,Xeon E5-1620 0,339,69.7,17464,https://cpu.userbenchmark.com/SpeedTest/2930/IntelR-XeonR-CPU-E5-1620-0---360GHz,
CPU,,Intel,Core i7-3940XM,340,69.6,2187,https://cpu.userbenchmark.com/SpeedTest/7092/IntelR-CoreTM-i7-3940XM-CPU---300GHz,
CPU,BX80684G5600,Intel,Pentium Gold G5600,341,69.6,766,https://cpu.userbenchmark.com/SpeedTest/469126/IntelR-PentiumR-Gold-G5600-CPU---390GHz,
CPU,,AMD,Ryzen 5 4600HS,342,69.6,337,https://cpu.userbenchmark.com/SpeedTest/1134526/AMD-Ryzen-5-4600HS-with-Radeon-Graphics,
